,sheadline,numrech,dfyh
377,[CLS]paul rudd helped tackle a violent homophobe so that is another reason to love him update [SEP],377,1
378,[CLS]so there might be a rat infestation at vogue[SEP],378,2
379,[CLS]meteorite caused mysterious boom in nicaragua [SEP],379,3
380,[CLS]saudis say michelle obama not blurred on tv[SEP],380,0
381,[CLS]i aborted my baby because it was a boy[SEP],381,1
382,[CLS]report exec popped for 300k dinner after run at blackjack[SEP],382,2
383,[CLS]michael zehaf bibeau slain ottawa shooter had criminal record in quebec b c[SEP],383,3
384,[CLS]report christian bale just bailed on the steve jobs movie[SEP],384,0
385,[CLS]tips for chinese choosing an english name[SEP],385,1
386,[CLS]jeh johnson politicians should not feed the flames of fear over isis ebola[SEP],386,2
387,[CLS]isis cracks down on five confirmed ebola cases among fighters official[SEP],387,3
388,[CLS]chugging eggnog at office party lands man in hospital[SEP],388,0
389,[CLS]microsoft turns to robotic security guards to watch for trouble[SEP],389,1
390,[CLS]islamic state militants claim to have beheaded us journalist james wright foley[SEP],390,2
391,[CLS]fears islamic state could launch ebola attack on britain after fighters contract virus [SEP],391,3
392,[CLS]elderly woman arrested for kidnapping neighbor cats making fur coats[SEP],392,0
393,[CLS]doubts cast over nicaragua meteorite claim[SEP],393,1
394,[CLS]mass grave found after 40 students disappear in mexican protest[SEP],394,2
395,[CLS]court orders probe into complaints of forced castration in religious dera sect[SEP],395,3
396,[CLS]israeli canadian woman captured by isis says she is safe and secure [SEP],396,0
397,[CLS]christian bale set to play steve jobs in forthcoming biopic of apple co founder[SEP],397,1
398,[CLS]new policy could reduce marijuana possession arrests[SEP],398,2
399,[CLS]saudi arabian cleric issues fatwa against snowmen[SEP],399,3
400,[CLS]nigerians doubtful of girls release after boko haram truce breached[SEP],400,2
401,[CLS]isis appears to behead american photojournalist in youtube video[SEP],401,2
402,[CLS]advisory islamist rebel leader killed in you s[SEP],402,1
403,[CLS]explosion reported near the nicaraguan capital attributed to meteorite impact but experts including nasa cast doubt on claims[SEP],403,0
404,[CLS]media outlets identify jihadi john [SEP],404,2
405,[CLS]report israeli canadian woman fighting islamic state has been kidnapped by terror group[SEP],405,3
406,[CLS]vandal paints penis on 1 5million bugatti veyron[SEP],406,1
407,[CLS]was nbc meteorologist mike seidel peeing in the snow on camera [SEP],407,2
408,[CLS]apple 12 inch macbook air details emerge device could be thinner lighter than current model[SEP],408,2
409,[CLS]meteorite leaves crater in nicaraguan capital managua[SEP],409,1
410,[CLS]islamic state militants allegedly used chlorine gas against iraqi security forces[SEP],410,2
411,[CLS]boko haram agrees to ceasefire release of school girls[SEP],411,2
412,[CLS]update soldier gunman who died in ottawa rampage identified[SEP],412,3
413,[CLS]mystery woman behind the richest hands on the internet revealed former pornstar makes 5m a year unwrapping disney toys on youtube [SEP],413,0
414,[CLS]priest who died for 48 minutes says he met god and she is a woman[SEP],414,1
415,[CLS]no a spider probably did not crawl through a man body for several days[SEP],415,1
416,[CLS]a soldier has been shot at canadas war memorial just steps away from the nations parliament[SEP],416,0
417,[CLS]british aid worker david haines beheaded by isil[SEP],417,0
418,[CLS]news you will never guess how a homeless man spent 100watch the touching video [SEP],418,0
419,[CLS]report alleged new audio of michael brown shooting[SEP],419,2
420,[CLS]comfort eating [SEP],420,0
421,[CLS]pentagon denies it killed isis chief as airstrikes hit top extremists[SEP],421,1
422,[CLS]thanks uncle sam we have your weapons airdrop isis taunts america over intercepted weapons meant for kurds[SEP],422,3
423,[CLS]tiger woods serving secret ped suspension [SEP],423,2
424,[CLS]is militant jihadi john named as mohammed emwazi from london[SEP],424,3
425,[CLS]british hostage david haines beheaded by islamic state terrorists[SEP],425,0
426,[CLS]two gop congressmen say suspected terrorists caught crossing you mexico border[SEP],426,2
427,[CLS]christian bale is steve jobs[SEP],427,1
428,[CLS]planetary alignment on jan 4 2015 will decrease gravity for 5 minutes causing partial weightlessness[SEP],428,1
429,[CLS]former pga tour player tiger woods suspended for drug test failure[SEP],429,3
430,[CLS]pentagon isis got you s[SEP],430,0
431,[CLS]batmobile stolen from batman v superman dawn of justice set zack snyder knows who did it[SEP],431,1
432,[CLS]no a spider probably did not crawl through a man body for several days[SEP],432,1
433,[CLS]tourist wakes to find strange red trail on his stomach and discovers a spider has burrowed through his appendix scar and crawled under his skin while on holiday in bali[SEP],433,1
434,[CLS]the chinese guide to avoiding a bad english name[SEP],434,0
435,[CLS]more than 200 kidnapped nigerian girls to be released after deal reached with boko haram[SEP],435,1
436,[CLS]apple 12 inch retina macbook air shown in artist renditions[SEP],436,2
437,[CLS]tropical spider burrowed under man skin through appendix scar and lived there for three days[SEP],437,2
438,[CLS]cnn broadcasts purported audio containing gunshots that felled michael brown jr leaders celebrities fill pews at teens funeral[SEP],438,3
439,[CLS]nun gives birth intends to keep baby[SEP],439,2
440,[CLS]magic mushrooms found in buckingham palace by alan titchmarsh[SEP],440,3
441,[CLS]seth rogen to play steve wozniak alongside christian bale steve jobs[SEP],441,0
442,[CLS]no robert plant did not rip up an 800 million contract[SEP],442,1
443,[CLS] american bombing had signed my death certificate missing us journalist james wright foley goes unflinching to his death as isis behead him in horrific video as a warning to obama[SEP],443,2
444,[CLS]tips for chinese choosing an english name[SEP],444,1
445,[CLS]pentagon somali terror group leader killed in you s[SEP],445,2
446,[CLS]video showing american journalist beheaded believed real officials and family say[SEP],446,3
447,[CLS]more than 200 kidnapped nigerian girls to be released after deal reached with boko haram[SEP],447,1
448,[CLS]canadian soldier shot at ottawa war memorial report[SEP],448,3
449,[CLS]boko haram denies ceasefire says kidnapped girls are now married[SEP],449,2
450,[CLS]expert casts doubt on bunbury man dylan thomass burrowing stomach spider story[SEP],450,1
451,[CLS]does isis have ebola [SEP],451,0
452,[CLS]macaulay culkin dead [SEP],452,2
453,[CLS]kim jong un set to open a new restaurant in scotland [SEP],453,3
454,[CLS]the famous dog whisperer cesar millan died of a heart attack this morning[SEP],454,1
455,[CLS]no it is not tiger woods selling an island in lake mlaren[SEP],455,1
456,[CLS]boko haram agrees to ceasefire release of school girls[SEP],456,2
457,[CLS]nigeria claims boko haram will release the kidnapped schoolgirls[SEP],457,2
458,[CLS]nypd to issue tickets instead of arrest for weed possession report says[SEP],458,3
459,[CLS]michael phelps alleged girlfriend says she was born intersex[SEP],459,3
460,[CLS] updated 11 men and 0 women on tonight espn domestic violence panel[SEP],460,3
461,[CLS]homeless man receives 100 then shocks everyone with how he spends it[SEP],461,1
462,[CLS]here are microsoft new robot security guards[SEP],462,0
463,[CLS]seth rogen reported to play woz in the upcoming steve jobs movie[SEP],463,3
464,[CLS]hoax alert father oneal who has met god and thinks she is a woman is made up just like god herself [SEP],464,1
465,[CLS]apple watch launch expected in late march[SEP],465,2
466,[CLS]how did a texas plumber truck end up with syrian rebels [SEP],466,3
467,[CLS]photo of slain is leader reported to be doctored[SEP],467,1
468,[CLS]islamic state beheads missing american journalist james wright foley[SEP],468,0
469,[CLS]mexico hit by student massacre at least 17 anti corruption protesters rounded up murdered and dumped in a mass grave and another 26 are missing[SEP],469,1
470,[CLS]cnn plays chilling audio recording allegedly from michael brown shooting at least 11 shots[SEP],470,2
471,[CLS]isis cracks down on five confirmed ebola cases among fighters official[SEP],471,3
472,[CLS]no a bird did not poop on vladimir putin[SEP],472,0
473,[CLS]nasa confirms earth will experience 6 days of total darkness in december 2014 [SEP],473,1
474,[CLS]wife child of islamic state head abu bakr al baghdadi held in lebanon officials say[SEP],474,2
475,[CLS]media outlets identify jihadi john [SEP],475,3
476,[CLS]dead for 48 minutes this catholic priest claims god is female[SEP],476,0
477,[CLS]texas town quarantined after family of five test positive for the ebola virus[SEP],477,1
478,[CLS]boko haram leader denies ceasefire deal says 200 abducted girls married off[SEP],478,2
479,[CLS]j j abrams asks disney to move up star wars the force awakens release date[SEP],479,3
480,[CLS]angry mob chops off man genitals with butchers knife for alleged rape attempt[SEP],480,0
481,[CLS]catholic priest dead for 48 minutes is miraculously revived his revelations about god are even more shocking[SEP],481,1
482,[CLS]islamic state training fighter pilots in captured jets monitoring group says[SEP],482,2
483,[CLS]christian bale will not play steve jobs after all[SEP],483,3
484,[CLS]graphic content girl sneers at man tiny penis so he chops it off and bins it[SEP],484,0
485,[CLS]mexico hit by student massacre at least 17 anti corruption protesters rounded up murdered and dumped in a mass grave and another 26 are missing[SEP],485,1
486,[CLS]rats are still running around at vogue[SEP],486,2
487,[CLS]suspected meteorite leaves crater in managua is linked to asteroid[SEP],487,3
488,[CLS]constipated goldfish operated on by north walsham vet[SEP],488,0
489,[CLS]meteor leaves 40 foot crater near managua airport[SEP],489,1
490,[CLS]sources guns n roses frontman axl rose found dead in west hollywood home at age 52[SEP],490,2
491,[CLS]kim dine with me porky president kim jong un to open uk restaurant serving dog[SEP],491,3
492,[CLS]sugarhill gang rapper big bank hank dies at 57[SEP],492,0
493,[CLS]man discovers spider living under his skin during bali vacation[SEP],493,1
494,[CLS]an audio recording of the michael brown shooting has reportedly surfaced[SEP],494,2
495,[CLS]canadian soldier shot at ottawa war memorial report[SEP],495,3
496,[CLS]ottawa gunman identified as 32 year old michael zehaf bibeau[SEP],496,0
497,[CLS]vladimir putin bird poop video is fake[SEP],497,1
498,[CLS]continuing violence puts boko haram ceasefire in jeopardy[SEP],498,2
499,[CLS] they ate through the ceilings and pooped on the keyboards rats are taking over vogue new world trade center office and anna wintour no longer wants to work there [SEP],499,3
500,[CLS]tourist wakes to find strange red trail on his stomach and discovers a spider has burrowed through his appendix scar and crawled under his skin while on holiday in bali[SEP],500,0
501,[CLS]alleged audio of michael brown shooting released[SEP],501,3
502,[CLS]no banksy has not been arrested sigh [SEP],502,0
503,[CLS]is the alleged audio of the gunshots that killed michael brown a hoax [SEP],503,1
504,[CLS]a bogus banksy[SEP],504,2
505,[CLS]lynch mob castrates alleged rapist in rajasthan[SEP],505,0
506,[CLS]dylan thomas finds tropical spider burrowed under skin[SEP],506,0
507,[CLS]meteorite strike in nicaragua puzzles experts[SEP],507,2
508,[CLS]macaulay culkin dead [SEP],508,0
509,[CLS]fisherman lands 19 stone catfish which could be biggest in world to be hooked[SEP],509,0
510,[CLS]hidden diagnostic port on apple watch could allow for smart band accessories updated [SEP],510,2
511,[CLS]dhs rebuffs congressmans claim isis infiltrating southern border[SEP],511,1
512,[CLS]macaulay culkin has not died despite what everyone is saying on facebook[SEP],512,0
513,[CLS]big bank hank us rapper and sugarhill gang founder member dies at 57[SEP],513,0
514,[CLS]small meteorite strikes nicaragua government says[SEP],514,2
515,[CLS]banksy arrest hoax us website claims street artist caught in watford[SEP],515,0
516,[CLS]oh hey paul rudd was one of the dallas airport homophobe heroes no big[SEP],516,3
517,[CLS]us drones hunt isis leader in syria[SEP],517,0
518,[CLS]that boko haram ceasefire in nigeria is not a ceasefire[SEP],518,1
519,[CLS]india rape crisis sees mob castrate alleged sex attacker in shocking scenes[SEP],519,0
